start_station,end_station,ride_type,route_percent_x_rider_type,route_count,running_count,total_count,pair_rank,cumulative_route_percent
Clark St & Bryn Mawr Ave,Broadway & Ridge Ave,member,0.012627493288684623,320,161630,2534153,315,6.378067938281548
Sedgwick St & North Ave,Sedgwick St & Webster Ave,member,0.012588032372157481,319,161949,2534153,316,6.390655970653706
Navy Pier,DuSable Lake Shore Dr & Monroe St,member,0.012588032372157481,319,162268,2534153,317,6.403244003025862
Kingsbury St & Erie St,Clinton St & Lake St,member,0.012548571455630342,318,162586,2534153,318,6.415792574481493
New St & Illinois St,State St & Kinzie St,member,0.012509110539103203,317,162903,2534153,319,6.428301685020596
Sheridan Rd & Irving Park Rd,Sheridan Rd & Montrose Ave,member,0.012430188706048924,315,163218,2534153,320,6.440731873726646
Ravenswood Ave & Lawrence Ave,Clark St & Leland Ave,member,0.012390727789521785,314,163532,2534153,321,6.453122601516167
Ravenswood Ave & Lawrence Ave,Campbell Ave & Montrose Ave,member,0.012390727789521785,314,163846,2534153,322,6.465513329305689
Kimbark Ave & 53rd St,University Ave & 59th St,member,0.012390727789521785,314,164160,2534153,323,6.477904057095212
Broadway & Cornelia Ave,Wilton Ave & Addison St,member,0.012390727789521785,314,164474,2534153,324,6.490294784884733
Broadway & Cornelia Ave,Broadway & Barry Ave,member,0.012390727789521785,314,164788,2534153,325,6.502685512674254
Elston Ave & Cortland St,Cherry Ave & Blackhawk St,member,0.012351266872994647,313,165101,2534153,326,6.515036779547249
DuSable Lake Shore Dr & Diversey Pkwy,DuSable Lake Shore Dr & Diversey Pkwy,member,0.012351266872994647,313,165414,2534153,327,6.527388046420243
Kingsbury St & Kinzie St 2,Clinton St & Jackson Blvd,member,0.012272345039940366,311,165725,2534153,328,6.539660391460184
Franklin St & Jackson Blvd,Wells St & Polk St,member,0.012272345039940366,311,166036,2534153,329,6.551932736500124
Damen Ave & Pierce Ave,Damen Ave & Thomas St (Augusta Blvd),member,0.012272345039940366,311,166347,2534153,330,6.564205081540065
Loomis St & Lexington St,Ashland Ave & 13th St,member,0.012232884123413227,310,166657,2534153,331,6.576437965663478
Larrabee St & Kingsbury St 1,Kingsbury St & Kinzie St 2,member,0.012232884123413227,310,166967,2534153,332,6.588670849786891
Ellis Ave & 55th St,Blackstone Ave & 59th St,member,0.012232884123413227,310,167277,2534153,333,6.600903733910305
Delano Ct & Roosevelt Rd,Wabash Ave & Roosevelt Rd,member,0.012232884123413227,310,167587,2534153,334,6.613136618033717
Clark St & Elm St,Clark St & Elm St,member,0.012232884123413227,310,167897,2534153,335,6.625369502157132
Ada St & Washington Blvd,Clinton St & Washington Blvd,member,0.012232884123413227,310,168207,2534153,336,6.637602386280545
Wabash Ave & Roosevelt Rd,Wabash Ave & 9th St,member,0.012193423206886088,309,168516,2534153,337,6.64979580948743
Michigan Ave & 8th St,Millennium Park,member,0.012193423206886088,309,168825,2534153,338,6.661989232694316
Michigan Ave & 18th St,Wabash Ave & Roosevelt Rd,member,0.012193423206886088,309,169134,2534153,339,6.674182655901202
Clark St & Armitage Ave,Clark St & Armitage Ave,member,0.012193423206886088,309,169443,2534153,340,6.686376079108089
Peoria St & Jackson Blvd,Clinton St & Jackson Blvd,member,0.012153962290358948,308,169751,2534153,341,6.698530041398447
Clark St & Elm St,Clark St & Chicago Ave,member,0.012153962290358948,308,170059,2534153,342,6.710684003688806
Ashland Ave & Wellington Ave,Sheffield Ave & Wellington Ave,member,0.012153962290358948,308,170367,2534153,343,6.722837965979165
Paulina St & Montrose Ave,Ravenswood Ave & Lawrence Ave,member,0.012114501373831809,307,170674,2534153,344,6.734952467352998
Lakefront Trail & Bryn Mawr Ave,Lakefront Trail & Bryn Mawr Ave,member,0.012114501373831809,307,170981,2534153,345,6.74706696872683
Columbus Dr & Randolph St,Daley Center Plaza,member,0.012114501373831809,307,171288,2534153,346,6.759181470100661
Clark St & Elm St,Wells St & Huron St,member,0.012114501373831809,307,171595,2534153,347,6.771295971474493
Sheridan Rd & Montrose Ave,Pine Grove Ave & Irving Park Rd,member,0.012075040457304669,306,171901,2534153,348,6.783371011931798
Aberdeen St & Jackson Blvd,Clinton St & Jackson Blvd,member,0.012075040457304669,306,172207,2534153,349,6.795446052389102
Wells St & Huron St,Kingsbury St & Kinzie St,member,0.01203557954077753,305,172512,2534153,350,6.807481631929879
Wells St & Concord Ln,Clark St & Lincoln Ave,member,0.01203557954077753,305,172817,2534153,351,6.819517211470657
Morgan St & Polk St,Halsted St & Maxwell St,member,0.01203557954077753,305,173122,2534153,352,6.831552791011434
Halsted St & Maxwell St,Morgan St & Polk St,member,0.01203557954077753,305,173427,2534153,353,6.843588370552212
Aberdeen St & Monroe St,Jefferson St & Monroe St,member,0.01203557954077753,305,173732,2534153,354,6.85562395009299
State St & Chicago Ave,Clark St & Schiller St,member,0.011996118624250391,304,174036,2534153,355,6.8676200687172395
Clark St & Drummond Pl,Clark St & Armitage Ave,member,0.011996118624250391,304,174340,2534153,356,6.87961618734149
Broadway & Sunnyside Ave,Clarendon Ave & Gordon Ter,member,0.011996118624250391,304,174644,2534153,357,6.891612305965741
Wells St & Elm St,Kingsbury St & Kinzie St 2,member,0.011956657707723252,303,174947,2534153,358,6.903568963673464
Desplaines St & Kinzie St,Kingsbury St & Erie St,member,0.011956657707723252,303,175250,2534153,359,6.915525621381187
Wolcott Ave & Polk St,Hermitage Ave & Polk St,member,0.011917196791196112,302,175552,2534153,360,6.927442818172383
Clifton Ave & Armitage Ave,Elston Ave & Cortland St,member,0.011917196791196112,302,175854,2534153,361,6.939360014963579
Clarendon Ave & Junior Ter,Broadway & Sheridan Rd,member,0.011877735874668973,301,176155,2534153,362,6.951237750838249
Larrabee St & Kingsbury St 2,Clinton St & Jackson Blvd,member,0.011838274958141833,300,176455,2534153,363,6.96307602579639
Federal St & Polk St,Federal St & Polk St,member,0.011838274958141833,300,176755,2534153,364,6.9749143007545324
Burnham Harbor,Burnham Harbor,member,0.011838274958141833,300,177055,2534153,365,6.986752575712673
Wells St & Concord Ln,Wells St & Evergreen Ave,member,0.011798814041614692,299,177354,2534153,366,6.998551389754288
Pine Grove Ave & Irving Park Rd,Sheridan Rd & Montrose Ave,member,0.011798814041614692,299,177653,2534153,367,7.010350203795904
Larrabee St & Kingsbury St 2,Clinton St & Washington Blvd 2,member,0.011798814041614692,299,177952,2534153,368,7.022149017837519
Kingsbury St & Kinzie St,Clinton St & Madison St,member,0.011798814041614692,299,178251,2534153,369,7.033947831879132
Clinton St & Madison St,Franklin St & Jackson Blvd,member,0.011798814041614692,299,178550,2534153,370,7.045746645920747
Rush St & Superior St,Wells St & Huron St,member,0.011759353125087553,298,178848,2534153,371,7.057505999045835
McClurg Ct & Ohio St,Mies van der Rohe Way & Chestnut St,member,0.011759353125087553,298,179146,2534153,372,7.069265352170922
Indiana Ave & Roosevelt Rd,Millennium Park,member,0.011759353125087553,298,179444,2534153,373,7.08102470529601
Damen Ave & Thomas St (Augusta Blvd),Damen Ave & Wicker Park Ave,member,0.011759353125087553,298,179742,2534153,374,7.092784058421097
Michigan Ave & Jackson Blvd,Indiana Ave & Roosevelt Rd,member,0.011719892208560415,297,180039,2534153,375,7.104503950629658
Wells St & Walton St,Wells St & Huron St,member,0.011680431292033276,296,180335,2534153,376,7.116184381921692
Franklin St & Monroe St,State St & Chicago Ave,member,0.011680431292033276,296,180631,2534153,377,7.127864813213725
Clinton St & Washington Blvd,Kingsbury St & Kinzie St,member,0.011680431292033276,296,180927,2534153,378,7.139545244505759
Southport Ave & Roscoe St,Southport Ave & Irving Park Rd,member,0.011601509458978997,294,181221,2534153,379,7.151146753964737
Morgan St & Polk St,Morgan St & Polk St,member,0.011601509458978997,294,181515,2534153,380,7.162748263423715
LaSalle St & Jackson Blvd,Columbus Dr & Randolph St,member,0.011601509458978997,294,181809,2534153,381,7.174349772882695
Federal St & Polk St,Franklin St & Jackson Blvd,member,0.011601509458978997,294,182103,2534153,382,7.185951282341674
Ellis Ave & 53rd St,Ellis Ave & 58th St,member,0.011601509458978997,294,182397,2534153,383,7.1975527918006525
Cherry Ave & Blackhawk St,Elston Ave & Cortland St,member,0.011601509458978997,294,182691,2534153,384,7.209154301259632
Canal St & Monroe St,LaSalle St & Jackson Blvd,member,0.011601509458978997,294,182985,2534153,385,7.220755810718611
Campbell Ave & Montrose Ave,Ravenswood Ave & Lawrence Ave,member,0.011601509458978997,294,183279,2534153,386,7.232357320177591
Theater on the Lake,Montrose Harbor,member,0.011562048542451856,293,183572,2534153,387,7.243919368720042
Pine Grove Ave & Waveland Ave,Sheridan Rd & Irving Park Rd,member,0.011562048542451856,293,183865,2534153,388,7.2554814172624935
Michigan Ave & Oak St,DuSable Lake Shore Dr & Diversey Pkwy,member,0.011562048542451856,293,184158,2534153,389,7.267043465804946
McClurg Ct & Ohio St,LaSalle St & Jackson Blvd,member,0.011562048542451856,293,184451,2534153,390,7.278605514347397
Clinton St & Washington Blvd,Desplaines St & Kinzie St,member,0.011562048542451856,293,184744,2534153,391,7.290167562889849
Clarendon Ave & Gordon Ter,Sheridan Rd & Montrose Ave,member,0.011562048542451856,293,185037,2534153,392,7.3017296114323
Broadway & Ridge Ave,Clark St & Bryn Mawr Ave,member,0.011562048542451856,293,185330,2534153,393,7.3132916599747535
May St & Taylor St,Loomis St & Lexington St,member,0.011522587625924717,292,185622,2534153,394,7.324814247600678
Daley Center Plaza,Canal St & Madison St,member,0.011522587625924717,292,185914,2534153,395,7.336336835226602
Aberdeen St & Jackson Blvd,Peoria St & Jackson Blvd,member,0.011522587625924717,292,186206,2534153,396,7.347859422852528
Rhodes Ave & 32nd St,State St & 33rd St,member,0.011483126709397577,291,186497,2534153,397,7.359342549561925
Clark St & Elm St,Clark St & Schiller St,member,0.011483126709397577,291,186788,2534153,398,7.3708256762713225
Burling St & Diversey Pkwy,Wilton Ave & Diversey Pkwy,member,0.011483126709397577,291,187079,2534153,399,7.382308802980719
Wabash Ave & Grand Ave,McClurg Ct & Ohio St,member,0.011443665792870438,290,187369,2534153,400,7.39375246877359
Montrose Harbor,Theater on the Lake,member,0.011443665792870438,290,187659,2534153,401,7.405196134566461
McClurg Ct & Ohio St,Fairbanks Ct & Grand Ave,member,0.011443665792870438,290,187949,2534153,402,7.416639800359332
Ellis Ave & 55th St,Woodlawn Ave & 58th St,member,0.011443665792870438,290,188239,2534153,403,7.428083466152202
Clark St & Lake St,Clinton St & Jackson Blvd,member,0.011443665792870438,290,188529,2534153,404,7.439527131945072
Claremont Ave & Hirsch St,Damen Ave & Pierce Ave,member,0.011443665792870438,290,188819,2534153,405,7.450970797737942
Sheffield Ave & Fullerton Ave,Elston Ave & Cortland St,member,0.0114042048763433,289,189108,2534153,406,7.462375002614285
DuSable Lake Shore Dr & Monroe St,Dusable Harbor,member,0.0114042048763433,289,189397,2534153,407,7.473779207490629
Canal St & Madison St,Columbus Dr & Randolph St,member,0.0114042048763433,289,189686,2534153,408,7.485183412366972
Southport Ave & Irving Park Rd,Southport Ave & Waveland Ave,member,0.01136474395981616,288,189974,2534153,409,7.4965481563267895
Kingsbury St & Erie St,Orleans St & Merchandise Mart Plaza,member,0.01136474395981616,288,190262,2534153,410,7.5079129002866045
DuSable Lake Shore Dr & North Blvd,Clark St & Elm St,member,0.01136474395981616,288,190550,2534153,411,7.51927764424642
Clarendon Ave & Junior Ter,Clarendon Ave & Gordon Ter,member,0.01136474395981616,288,190838,2534153,412,7.530642388206236
Calumet Ave & 33rd St,State St & 35th St,member,0.01136474395981616,288,191126,2534153,413,7.542007132166054
Sedgwick St & Huron St,Kingsbury St & Kinzie St 2,member,0.01132528304328902,287,191413,2534153,414,7.553332415209342
Mies van der Rohe Way & Chestnut St,Clark St & Elm St,member,0.01132528304328902,287,191700,2534153,415,7.564657698252632
DuSable Lake Shore Dr & Wellington Ave,DuSable Lake Shore Dr & Wellington Ave,member,0.01132528304328902,287,191987,2534153,416,7.57598298129592
Dorchester Ave & 53rd St,University Ave & 57th St,member,0.01132528304328902,287,192274,2534153,417,7.58730826433921
Columbus Dr & Randolph St,LaSalle St & Jackson Blvd,member,0.01132528304328902,287,192561,2534153,418,7.598633547382498
Clinton St & Washington Blvd,Larrabee St & Kingsbury St,member,0.01132528304328902,287,192848,2534153,419,7.6099588304257875
Sheridan Rd & Montrose Ave,Sheridan Rd & Irving Park Rd,member,0.011285822126761881,286,193134,2534153,420,7.621244652552549
Lake Park Ave & 56th St,Ellis Ave & 58th St,member,0.011285822126761881,286,193420,2534153,421,7.632530474679311
Dusable Harbor,Dusable Harbor,member,0.011285822126761881,286,193706,2534153,422,7.643816296806073
Wells St & Walton St,Wells St & Hubbard St,member,0.011246361210234741,285,193991,2534153,423,7.655062658016308
Morgan Ave & 14th Pl,Morgan St & Polk St,member,0.011246361210234741,285,194276,2534153,424,7.666309019226543
Elston Ave & Cortland St,Sheffield Ave & Fullerton Ave,member,0.011246361210234741,285,194561,2534153,425,7.677555380436778
Clinton St & Washington Blvd 2,Kingsbury St & Kinzie St 1,member,0.011246361210234741,285,194846,2534153,426,7.688801741647013
Clark St & Lake St,Canal St & Adams St,member,0.011246361210234741,285,195131,2534153,427,7.700048102857246
Woodlawn Ave & 58th St,University Ave & 57th St,member,0.0112069002937076,284,195415,2534153,428,7.711255003150955
Navy Pier,Michigan Ave & Oak St,member,0.0112069002937076,284,195699,2534153,429,7.722461903444662
Cornell Ave & Hyde Park Blvd,Ellis Ave & 58th St,member,0.0112069002937076,284,195983,2534153,430,7.73366880373837
Clinton St & Washington Blvd,Rush St & Hubbard St,member,0.0112069002937076,284,196267,2534153,431,7.744875704032077
Sedgwick St & Huron St,Kingsbury St & Kinzie St,member,0.011167439377180462,283,196550,2534153,432,7.756043143409258
DuSable Lake Shore Dr & Monroe St,Indiana Ave & Roosevelt Rd,member,0.011167439377180462,283,196833,2534153,433,7.767210582786438
Clark St & Winnemac Ave,Broadway & Argyle St,member,0.011167439377180462,283,197116,2534153,434,7.778378022163618
Shields Ave & 31st St,Wentworth Ave & 33rd St,member,0.011127978460653323,282,197398,2534153,435,7.789506000624272
Loomis St & Lexington St,May St & Taylor St,member,0.011127978460653323,282,197680,2534153,436,7.8006339790849255
Fairbanks Ct & Grand Ave,LaSalle St & Jackson Blvd,member,0.011127978460653323,282,197962,2534153,437,7.811761957545578
Clark St & Winnemac Ave,Clark St & Bryn Mawr Ave,member,0.011127978460653323,282,198244,2534153,438,7.822889936006232
Wells St & Huron St,Clinton St & Washington Blvd,member,0.011088517544126184,281,198525,2534153,439,7.833978453550358
State St & Chicago Ave,Sedgwick St & Huron St,member,0.011088517544126184,281,198806,2534153,440,7.845066971094485
Michigan Ave & Oak St,DuSable Lake Shore Dr & Belmont Ave,member,0.011088517544126184,281,199087,2534153,441,7.856155488638611
Kingsbury St & Erie St,Kingsbury St & Erie St,member,0.011088517544126184,281,199368,2534153,442,7.867244006182736
Ellis Ave & 55th St,Cornell Ave & Hyde Park Blvd,member,0.011088517544126184,281,199649,2534153,443,7.878332523726862
Clark St & Lincoln Ave,Lincoln Ave & Fullerton Ave,member,0.011088517544126184,281,199930,2534153,444,7.889421041270989
Shore Dr & 55th St,Woodlawn Ave & 58th St,member,0.011049056627599044,280,200210,2534153,445,7.900470097898587
Sheridan Rd & Irving Park Rd,Southport Ave & Irving Park Rd,member,0.011049056627599044,280,200490,2534153,446,7.911519154526187
Griffin Museum of Science and Industry,University Ave & 57th St,member,0.011049056627599044,280,200770,2534153,447,7.922568211153785
Ellis Ave & 60th St,Woodlawn Ave & 55th St,member,0.011049056627599044,280,201050,2534153,448,7.9336172677813845
DuSable Lake Shore Dr & Wellington Ave,DuSable Lake Shore Dr & Diversey Pkwy,member,0.011049056627599044,280,201330,2534153,449,7.944666324408985
Aberdeen St & Monroe St,Franklin St & Monroe St,member,0.011049056627599044,280,201610,2534153,450,7.955715381036583
Kingsbury St & Kinzie St,Dearborn Pkwy & Delaware Pl,member,0.011009595711071905,279,201889,2534153,451,7.966724976747655
Kedzie Ave & Palmer Ct,Kedzie Ave & Milwaukee Ave,member,0.011009595711071905,279,202168,2534153,452,7.9777345724587265
Wabash Ave & Roosevelt Rd,Wells St & Polk St,member,0.010970134794544766,278,202446,2534153,453,7.988704707253272
University Ave & 59th St,Kimbark Ave & 53rd St,member,0.010970134794544766,278,202724,2534153,454,7.999674842047816
Larrabee St & Kingsbury St,Kingsbury St & Kinzie St,member,0.010970134794544766,278,203002,2534153,455,8.01064497684236
Clinton St & Jackson Blvd,Larrabee St & Kingsbury St 2,member,0.010970134794544766,278,203280,2534153,456,8.021615111636905
Southport Ave & Irving Park Rd,Sheridan Rd & Irving Park Rd,member,0.010930673878017626,277,203557,2534153,457,8.032545785514923
Clybourn Ave & Division St,Sedgwick St & North Ave,member,0.010930673878017626,277,203834,2534153,458,8.043476459392942
Woodlawn Ave & 55th St,University Ave & 59th St,member,0.010891212961490485,276,204110,2534153,459,8.05436767235443
Michigan Ave & Washington St,Columbus Dr & Randolph St,member,0.010891212961490485,276,204386,2534153,460,8.065258885315922
Michigan Ave & Oak St,DuSable Lake Shore Dr & North Blvd,member,0.010891212961490485,276,204662,2534153,461,8.076150098277413
Lake Park Ave & 56th St,Woodlawn Ave & 58th St,member,0.010891212961490485,276,204938,2534153,462,8.087041311238902
Ellis Ave & 53rd St,Lake Park Ave & 53rd St,member,0.010891212961490485,276,205214,2534153,463,8.097932524200393
Wells St & Polk St,Franklin St & Jackson Blvd,member,0.010851752044963347,275,205489,2534153,464,8.108784276245357
Larrabee St & Kingsbury St,State St & Chicago Ave,member,0.010851752044963347,275,205764,2534153,465,8.11963602829032
Harper Ave & 55th St,Ellis Ave & 55th St,member,0.010851752044963347,275,206039,2534153,466,8.130487780335285
Damen Ave & Leland Ave,Ravenswood Ave & Lawrence Ave,member,0.010851752044963347,275,206314,2534153,467,8.141339532380247
Clarendon Ave & Gordon Ter,Broadway & Sunnyside Ave,member,0.010851752044963347,275,206589,2534153,468,8.15219128442521
Calumet Ave & 18th St,Wabash Ave & Roosevelt Rd,member,0.010851752044963347,275,206864,2534153,469,8.163043036470173
Broadway & Waveland Ave,Broadway & Cornelia Ave,member,0.010851752044963347,275,207139,2534153,470,8.173894788515138
Sheridan Rd & Montrose Ave,Pine Grove Ave & Waveland Ave,member,0.010812291128436208,274,207413,2534153,471,8.184707079643573
Rush St & Superior St,Canal St & Adams St,member,0.010812291128436208,274,207687,2534153,472,8.19551937077201
Ellis Ave & 58th St,Ellis Ave & 53rd St,member,0.010812291128436208,274,207961,2534153,473,8.206331661900446
Broadway & Granville Ave,Glenwood Ave & Morse Ave,member,0.010812291128436208,274,208235,2534153,474,8.21714395302888
Benson Ave & Church St,Chicago Ave & Washington St,member,0.010812291128436208,274,208509,2534153,475,8.227956244157317
St. Louis Ave & Fullerton Ave,Kedzie Ave & Milwaukee Ave,member,0.010772830211909067,273,208782,2534153,476,8.238729074369228
Federal St & Polk St,Indiana Ave & Roosevelt Rd,member,0.010772830211909067,273,209055,2534153,477,8.249501904581136
State St & Chicago Ave,Wells St & Walton St,member,0.010733369295381929,272,209327,2534153,478,8.260235273876518
State St & 33rd St,Rhodes Ave & 32nd St,member,0.010733369295381929,272,209599,2534153,479,8.2709686431719
Sheridan Rd & Columbia Ave,Sheridan Rd & Loyola Ave,member,0.010733369295381929,272,209871,2534153,480,8.281702012467282
Morgan St & Polk St,Halsted St & Roosevelt Rd,member,0.010733369295381929,272,210143,2534153,481,8.292435381762663
Damen Ave & Pierce Ave,Claremont Ave & Hirsch St,member,0.010733369295381929,272,210415,2534153,482,8.303168751058045
Aberdeen St & Randolph St,Green St & Madison St,member,0.010733369295381929,272,210687,2534153,483,8.313902120353427
Wells St & Walton St,State St & Chicago Ave,member,0.01069390837885479,271,210958,2534153,484,8.324596028732282
Wells St & Evergreen Ave,Wells St & Randolph St,member,0.01069390837885479,271,211229,2534153,485,8.335289937111137
Sheffield Ave & Fullerton Ave,Sheffield Ave & Wrightwood Ave,member,0.01069390837885479,271,211500,2534153,486,8.345983845489991
Ravenswood Ave & Lawrence Ave,Broadway & Wilson Ave,member,0.01069390837885479,271,211771,2534153,487,8.356677753868846
Michigan Ave & Washington St,Franklin St & Monroe St,member,0.01069390837885479,271,212042,2534153,488,8.367371662247702
Ellis Ave & 58th St,Harper Ave & 59th St,member,0.01069390837885479,271,212313,2534153,489,8.378065570626557
DuSable Lake Shore Dr & Diversey Pkwy,Michigan Ave & Oak St,member,0.01069390837885479,271,212584,2534153,490,8.388759479005412
Cornell Ave & Hyde Park Blvd,Woodlawn Ave & 55th St,member,0.01069390837885479,271,212855,2534153,491,8.399453387384266
Cornell Ave & Hyde Park Blvd,Cornell Ave & Hyde Park Blvd,member,0.01069390837885479,271,213126,2534153,492,8.410147295763121
Broadway & Barry Ave,Broadway & Waveland Ave,member,0.01069390837885479,271,213397,2534153,493,8.420841204141976
Wolcott Ave & Polk St,May St & Taylor St,member,0.01065444746232765,270,213667,2534153,494,8.431495651604305
Sheridan Rd & Irving Park Rd,Pine Grove Ave & Waveland Ave,member,0.01065444746232765,270,213937,2534153,495,8.44215009906663
Racine Ave & Belmont Ave,Broadway & Waveland Ave,member,0.01065444746232765,270,214207,2534153,496,8.452804546528958
Ellis Ave & 55th St,Lake Park Ave & 56th St,member,0.01065444746232765,270,214477,2534153,497,8.463458993991287
Dearborn Pkwy & Delaware Pl,Clinton St & Lake St,member,0.01065444746232765,270,214747,2534153,498,8.474113441453614
Wilton Ave & Diversey Pkwy,Hampden Ct & Diversey Pkwy,member,0.010614986545800509,269,215016,2534153,499,8.484728427999414
Wilton Ave & Belmont Ave,Southport Ave & Belmont Ave,member,0.010614986545800509,269,215285,2534153,500,8.495343414545214
Wells St & Huron St,Wells St & Walton St,member,0.010614986545800509,269,215554,2534153,501,8.505958401091016
Pine Grove Ave & Irving Park Rd,Halsted St & Roscoe St,member,0.010614986545800509,269,215823,2534153,502,8.516573387636816
Harper Ave & 55th St,Woodlawn Ave & 55th St,member,0.010614986545800509,269,216092,2534153,503,8.527188374182616
Halsted St & Polk St,Aberdeen St & Jackson Blvd,member,0.010614986545800509,269,216361,2534153,504,8.537803360728418
Financial Pl & Ida B Wells Dr,Clinton St & Jackson Blvd,member,0.010614986545800509,269,216630,2534153,505,8.548418347274216
Canal St & Adams St,Clinton St & Lake St,member,0.010614986545800509,269,216899,2534153,506,8.559033333820018
Benson Ave & Church St,University Library (NU),member,0.010614986545800509,269,217168,2534153,507,8.569648320365818
Clark St & Wrightwood Ave,Wilton Ave & Diversey Pkwy,member,0.01057552562927337,268,217436,2534153,508,8.580223845995091
Canal St & Harrison St,Clinton St & Madison St,member,0.01057552562927337,268,217704,2534153,509,8.590799371624366
Burnham Harbor,DuSable Lake Shore Dr & Monroe St,member,0.01057552562927337,268,217972,2534153,510,8.601374897253638
Broadway & Waveland Ave,Broadway & Sunnyside Ave,member,0.01057552562927337,268,218240,2534153,511,8.611950422882913
Ravenswood Ave & Lawrence Ave,Washtenaw Ave & Lawrence Ave,member,0.010536064712746231,267,218507,2534153,512,8.622486487595658
Pine Grove Ave & Irving Park Rd,Broadway & Cornelia Ave,member,0.010536064712746231,267,218774,2534153,513,8.633022552308404
Cornell Ave & Hyde Park Blvd,Ellis Ave & 55th St,member,0.010536064712746231,267,219041,2534153,514,8.643558617021151
Canal St & Madison St,Daley Center Plaza,member,0.010536064712746231,267,219308,2534153,515,8.654094681733897
Woodlawn Ave & 58th St,Lake Park Ave & 56th St,member,0.010496603796219093,266,219574,2534153,516,8.664591285530115
Wells St & Huron St,Clark St & Elm St,member,0.010496603796219093,266,219840,2534153,517,8.675087889326335
Wells St & Concord Ln,Larrabee St & Webster Ave,member,0.010496603796219093,266,220106,2534153,518,8.685584493122555
DuSable Lake Shore Dr & Wellington Ave,Michigan Ave & Oak St,member,0.010496603796219093,266,220372,2534153,519,8.696081096918773
Wilton Ave & Belmont Ave,Clark St & Newport St,member,0.010457142879691952,265,220637,2534153,520,8.706538239798466
Wells St & Walton St,Wells St & Concord Ln,member,0.010457142879691952,265,220902,2534153,521,8.716995382678157
Sheffield Ave & Wellington Ave,Ashland Ave & Wellington Ave,member,0.010457142879691952,265,221167,2534153,522,8.72745252555785
Wilton Ave & Belmont Ave,Racine Ave & Belmont Ave,member,0.010417681963164813,264,221431,2534153,523,8.737870207521013
Wells St & Huron St,Wells St & Hubbard St,member,0.010417681963164813,264,221695,2534153,524,8.748287889484178
Mies van der Rohe Way & Chestnut St,Michigan Ave & Pearson St,member,0.010417681963164813,264,221959,2534153,525,8.758705571447344
Lincoln Ave & Winona St,Ravenswood Ave & Lawrence Ave,member,0.010417681963164813,264,222223,2534153,526,8.769123253410509
Lake Park Ave & 56th St,Ellis Ave & 55th St,member,0.010417681963164813,264,222487,2534153,527,8.779540935373673
Desplaines St & Kinzie St,Clinton St & Lake St,member,0.010417681963164813,264,222751,2534153,528,8.789958617336838
Broadway & Waveland Ave,Broadway & Barry Ave,member,0.010417681963164813,264,223015,2534153,529,8.800376299300003
Broadway & Cornelia Ave,Broadway & Waveland Ave,member,0.010417681963164813,264,223279,2534153,530,8.810793981263169
Woodlawn Ave & 58th St,Lake Park Ave & 53rd St,member,0.010378221046637675,263,223542,2534153,531,8.821172202309805
Woodlawn Ave & 55th St,Ellis Ave & 55th St,member,0.010378221046637675,263,223805,2534153,532,8.831550423356443
State St & 35th St,Calumet Ave & 33rd St,member,0.010378221046637675,263,224068,2534153,533,8.841928644403081
New St & Illinois St,New St & Illinois St,member,0.010378221046637675,263,224331,2534153,534,8.85230686544972
Leavitt St & Armitage Ave,Leavitt St & North Ave,member,0.010378221046637675,263,224594,2534153,535,8.862685086496356
Dearborn Pkwy & Delaware Pl,Clark St & Chicago Ave,member,0.010378221046637675,263,224857,2534153,536,8.873063307542994
Clinton St & Washington Blvd,Michigan Ave & Washington St,member,0.010378221046637675,263,225120,2534153,537,8.88344152858963
Canal St & Madison St,Wells St & Elm St,member,0.010378221046637675,263,225383,2534153,538,8.893819749636268
Sedgwick St & Huron St,State St & Chicago Ave,member,0.010338760130110534,262,225645,2534153,539,8.90415850976638
Pine Grove Ave & Waveland Ave,Broadway & Belmont Ave,member,0.010338760130110534,262,225907,2534153,540,8.91449726989649
Pine Grove Ave & Irving Park Rd,Broadway & Sheridan Rd,member,0.010338760130110534,262,226169,2534153,541,8.9248360300266
Leavitt St & Lawrence Ave,Ravenswood Ave & Lawrence Ave,member,0.010338760130110534,262,226431,2534153,542,8.935174790156712
Woodlawn Ave & 58th St,Shore Dr & 55th St,member,0.010299299213583394,261,226692,2534153,543,8.945474089370295
State St & Harrison St,Daley Center Plaza,member,0.010299299213583394,261,226953,2534153,544,8.955773388583879
Kingsbury St & Erie St,Clinton St & Washington Blvd,member,0.010299299213583394,261,227214,2534153,545,8.966072687797462
Hermitage Ave & Polk St,Wolcott Ave & Polk St,member,0.010299299213583394,261,227475,2534153,546,8.976371987011046
Hermitage Ave & Polk St,Loomis St & Lexington St,member,0.010299299213583394,261,227736,2534153,547,8.986671286224627
Financial Pl & Ida B Wells Dr,Clinton St & Madison St,member,0.010299299213583394,261,227997,2534153,548,8.996970585438211
Clinton St & Lake St,Desplaines St & Kinzie St,member,0.010299299213583394,261,228258,2534153,549,9.007269884651794
Clark St & Schiller St,State St & Chicago Ave,member,0.010299299213583394,261,228519,2534153,550,9.017569183865378
Clark St & Lake St,State St & Pearson St,member,0.010299299213583394,261,228780,2534153,551,9.027868483078962
Clark St & Elm St,Mies van der Rohe Way & Chestnut St,member,0.010299299213583394,261,229041,2534153,552,9.038167782292545
Clark St & Drummond Pl,Lakeview Ave & Fullerton Pkwy,member,0.010299299213583394,261,229302,2534153,553,9.048467081506129
